@RELATION TELEFONCULAR
@ATTRIBUTE Ekran_Boyutu_inc REAL
@ATTRIBUTE Hafiza_GB REAL	
@ATTRIBUTE Ram_GB REAL
@ATTRIBUTE Batarya_mAh INTEGER
@ATTRIBUTE Hat_Sayisi INTEGER
@ATTRIBUTE Hizli_Sarj INTEGER
@ATTRIBUTE 4_5G REAL
@ATTRIBUTE 5G REAL
@ATTRIBUTE CPU_cekirdek REAL
@ATTRIBUTE SAR_W/kg REAL
@ATTRIBUTE Ekran_orani REAL
@ATTRIBUTE Degisir_Batarya INTEGER
@ATTRIBUTE Kamera_cozunurlugu_MP REAL
@ATTRIBUTE Ekran_Cozunurlugu REAL
@ATTRIBUTE Parmak_Izi_Okuyucu REAL
@ATTRIBUTE Okuyucu REAL
@ATTRIBUTE Class {1,2,3,4,5}

@Data
5.2,8,1.5,2600,2,0,0,0,4,0.439,67.44,1,8,6,0,0,1
5.2,8,1.5,2600,1,0,0,0,4,0.439,67.44,1,8,6,0,0,1
5.2,16,2,2500,2,0,1,0,8,0.362,69.95,0,13,7,0,0,2
5.2,16,2,2800,1,0,1,0,8,0.88,70.81,0,8,6,0,0,2
5.2,32,2,2700,2,0,1,0,8,0.209,69.19,0,13,7,0,0,2
5.2,16,2,3000,1,0,1,0,4,0.41,75.91,0,13,7,0,0,2
5.2,16,2,3000,1,0,1,0,8,1.14,68.67,0,13,7,1,1,2
5.2,16,3,3000,1,0,1,0,8,0.36,69.43,0,12,7,1,1,2
5.2,32,2,3000,1,0,1,0,4,0.41,75.91,0,13,7,0,0,2
5.2,16,3,3000,1,0,1,1,2,0.472,67.61,0,16,7,1,1,2
5.2,16,2,3000,1,0,1,0,8,0.349,71.51,0,13,6,1,1,2
5.2,16,2,3000,2,0,1,0,8,0.349,71.51,0,13,6,1,1,2
5.2,32,3,4100,2,0,1,0,4,0.681,67.57,0,13,6,1,1,2
5.2,16,3,2680,2,0,1,1,4,1.72,71.35,0,13,7,0,0,2
5.2,16,2,2900,1,0,1,0,8,0.286,72.51,0,13,7,1,1,2
5.2,16,2,2900,2,0,1,0,8,0.286,72.51,0,13,7,1,1,2
5.2,32,4,2600,2,0,1,0,8,0.453,70.96,0,16,7,1,1,2
5.2,32,3,3000,1,0,1,1,2,0.472,67.61,0,16,7,1,1,2
5.2,32,2,3000,1,0,1,0,8,0.349,71.51,0,13,6,1,1,2
5.2,32,2,3000,2,0,1,0,8,0.349,71.51,0,13,6,1,1,2
5.2,32,4,3000,1,0,1,0,8,0.89,70.67,0,12,7,1,1,2
5.2,64,3,2680,2,0,1,1,2,1.62,71.35,0,13,7,0,0,2
5.2,64,4,3050,1,0,1,0,8,0.166,69.47,0,13,7,1,1,2
5.2,64,4,2600,2,0,1,0,8,0.453,70.96,0,16,7,1,1,2
5.2,32,3,2900,1,0,1,1,4,0.751,70.91,0,23,7,1,1,3
5.2,64,6,3200,2,0,1,0,8,1.09,70.98,0,13,7,1,1,3
5.2,32,4,3000,1,0,1,0,4,0.417,71.06,0,12,8,1,1,3
5.2,32,3,2900,1,0,1,1,4,0.85,70.91,0,23,7,1,1,3
5.2,64,4,2700,1,0,1,1,4,0.80,69,0,19,7,1,1,3
5.3,4,1,2100,2,0,0,0,4,0.239,68.21,1,8,4,0,0,1
5.3,8,1,2500,1,0,1,0,4,0.48,66.73,0,8,6,0,0,2
5.3,8,1,2500,1,0,0,0,4,0.48,66.73,0,8,6,0,0,2
5.3,16,2,2800,2,0,1,0,8,0.477,69.16,1,13,6,1,1,2
5.3,16,2,2800,1,0,1,0,8,0.541,69.16,1,13,6,0,0,2
5.3,32,3,4000,2,0,1,0,8,1.28,69.16,0,13,6,1,1,2
5.4,64,4,2227,2,1,1,1,3,0.98,82.47,0,12,7,0,0,4
5.4,128,4,2227,2,1,1,1,3,0.98,82.47,0,12,7,0,0,5
5.4,256,4,2227,2,1,1,1,3,0.98,82.47,0,12,7,0,0,5
5.45,16,2,3020,2,0,1,0,4,0.36,73.8,0,8,7,0,0,2
5.45,16,2,2900,1,0,1,0,4,0.463,73.66,1,13,7,1,1,2
5.45,16,2,3000,2,0,1,0,4,0.656,72.68,0,13,7,0,0,2
5.45,16,2,4000,2,0,1,1,4,0.557,74.41,0,12,7,0,0,2
5.45,32,2,3000,2,0,1,0,4,0.656,72.68,0,13,7,0,0,2
5.45,32,3,3000,2,0,1,0,8,0.550,72.68,0,12,7,1,1,2
5.45,64,3,3000,2,0,1,0,8,0.550,72.68,0,12,7,1,1,2
5.45,64,4,3000,2,0,1,0,8,0.550,72.68,0,12,7,1,1,2
5.5,4,1,2300,2,0,0,0,4,0.41,71.51,1,5,5,0,0,1
5.5,8,1,2350,2,0,0,0,4,0.346,68.27,0,8,5,0,0,1
5.5,8,1,3140,1,0,0,0,2,0.26,72.2,1,8,5,0,0,1
5.5,8,1,1800,2,0,0,0,4,0.276,69.92,1,13,6,0,0,1
5.5,16,1,2600,2,0,0,0,8,0.23,71.72,1,13,6,0,0,2
5.5,16,2,2920,2,0,1,0,4,0.419,70.79,1,8,6,0,0,2
5.5,16,2,2920,1,0,1,0,4,0.419,70.79,1,8,6,0,0,2
5.5,16,2,2200,2,0,1,0,4,0.502,69.88,0,13,6,0,0,2
5.5,16,1,2000,1,0,1,0,4,0.324,70.7,1,13,6,0,0,2
5.5,16,1,2000,1,0,1,0,4,0.324,70.56,1,13,6,0,0,2
5.5,8,1.5,3000,2,0,1,0,4,0.384,70.88,1,13,6,0,0,2
5.5,16,2,3100,2,0,0,0,8,0.5,69.42,1,13,6,0,0,2
5.5,16,2,2850,1,0,1,0,4,0.227,68.53,1,13,6,0,0,2
5.5,16,2,2300,2,0,0,0,8,0.346,68.27,1,13,7,0,0,2
5.5,8,1.5,3000,1,0,1,0,8,0.504,70.88,1,13,6,0,0,2
5.5,16,2,2800,1,0,0,0,8,0.58,72.96,1,13,6,1,1,2
5.5,16,2,3100,1,0,0,0,4,0.171,68.56,1,8,6,0,0,2
5.5,16,2,3000,1,0,1,0,8,0.325,69.56,0,13,7,1,1,2
5.5,16,2,2500,1,0,0,0,4,0.832,73.83,0,16,7,0,0,2
5.5,16,2,3000,1,0,1,0,4,1.31,70.28,0,13,6,0,0,2
5.5,16,2,3100,2,0,0,0,4,0.25,72.6,1,8,6,0,0,2
5.5,16,2,3100,1,0,1,0,6,0.25,72.6,1,8,6,0,0,2
5.5,16,2,3100,1,0,0,0,6,0.25,72.6,1,8,6,0,0,2
5.5,32,2,3100,1,0,0,0,4,0.17,68.56,1,8,6,0,0,2
5.5,16,2,2600,2,0,0,0,8,0.289,72.48,0,13,7,0,0,2
5.5,16,2,3140,1,0,0,0,4,0.32,72.96,1,13,7,0,0,2
5.5,16,2,2950,2,0,0,0,4,0.325,71.4,0,13,6,0,0,2
5.5,16,3,3000,2,0,1,0,8,0.655,76.67,1,16,7,0,0,2
5.5,16,3,3000,1,0,1,0,8,0.655,76.67,1,16,7,0,0,2
5.5,16,3,3000,1,0,1,0,8,0.655,76.67,1,16,7,0,0,2
5.5,16,2,2600,2,0,1,0,8,0.283,72.48,0,13,7,0,0,2
5.5,16,2,2950,1,0,0,0,4,0.325,71.4,0,13,6,0,0,2
5.5,16,2,3000,1,0,1,0,8,0.34,72.24,0,13,7,1,1,2
5.5,16,2,3000,1,0,1,0,8,0.930,69.13,0,13,7,0,0,2
5.5,16,1,3500,2,0,1,0,4,1.74,73.82,1,13,7,1,1,2
5.5,16,1,3500,1,0,1,0,4,1.74,73.82,1,13,7,1,1,2
5.5,16,2,2900,2,0,1,0,8,0.149,73.01,1,13,6,1,1,2
5.5,16,3,4165,2,0,1,0,8,0.204,70.15,0,13,7,1,1,2
5.5,16,2,3200,2,0,0,0,8,0.25,71.48,1,14,7,0,0,2
5.5,16,2,2950,1,0,1,0,4,0.325,71.4,0,13,6,0,0,2
5.5,16,2,3000,2,0,1,0,4,0.356,71.21,1,13,6,0,0,2
5.5,16,2,3000,1,0,1,0,4,0.356,71.21,1,13,6,0,0,2
5.5,16,2,2600,1,0,1,0,8,0.410,72.48,0,13,7,0,0,2
5.5,16,2,3000,2,0,1,0,8,0.519,69.62,1,13,6,0,0,2
5.5,16,2,3000,1,0,1,0,8,0.519,69.62,1,13,6,0,0,2
5.5,16,2,2620,1,0,1,0,4,0.69,74.63,0,13,6,0,0,2
5.5,16,1,2915,1,0,1,0,2,0.91,67.8,0,8,7,1,1,2
5.5,32,2,3140,1,0,0,0,4,0.32,72.96,1,13,7,0,0,2
5.5,16,3,3500,2,0,1,0,8,0.504,72.47,0,13,7,0,0,2
5.5,16,4,3000,2,0,1,0,4,0.351,70.83,0,13,7,0,0,2
5.5,16,2,3000,1,0,1,1,2,0.59,71.15,0,13,7,0,0,2
5.5,32,3,2800,1,0,1,0,8,0.338,67.11,0,13,7,0,0,2
5.5,16,3,3300,2,0,1,0,8,0.402,73.3,0,13,7,1,1,2
5.5,16,3,5000,1,0,1,1,1,0.438,69.42,0,13,6,1,1,2
5.5,32,2,5000,2,0,1,0,4,0.454,68.98,0,13,6,0,0,2
5.5,32,3,3150,2,0,1,0,8,0.662,73.59,0,13,6,0,0,2
5.5,32,3,3000,2,0,1,0,8,1.257,71.81,0,13,7,1,1,2
5.5,16,3,3300,1,0,1,0,8,0.402,73.3,0,13,7,1,1,2
5.5,32,3,3500,2,0,1,0,8,0.504,72.47,0,13,7,1,1,2
5.5,32,3,3340,1,0,1,0,8,1.23,72.52,0,12,7,1,1,2
5.5,32,3,3340,2,0,1,0,8,1.23,72.52,0,12,7,1,1,2
5.5,32,3,3300,1,0,1,0,8,0.402,73.3,0,13,7,1,1,2
5.5,32,3,3300,2,0,1,0,8,0.402,73.3,0,13,7,1,1,2
5.5,32,4,4100,2,0,1,0,8,0.419,72.25,0,16,7,1,1,2
5.5,32,3,3100,1,0,1,0,8,0.567,71.72,0,13,7,0,0,2
5.5,32,3,3100,2,0,1,0,8,0.567,71.72,0,13,7,0,0,2
5.5,64,1,2915,1,0,1,0,2,0.91,67.8,0,8,7,1,1,2
5.5,16,2,3000,1,0,1,0,4,0.291,76.41,1,13,8,0,0,2
5.5,32,3,3300,1,0,1,0,8,0.373,73.3,0,13,7,1,1,2
5.5,16,3,3300,2,0,1,0,8,0.322,74.28,0,13,7,1,1,2
5.5,16,3,3300,1,0,1,0,8,0.414,74.28,0,13,7,1,1,2
5.5,32,4,3000,2,0,1,0,8,0.543,70.37,1,13,6,1,1,2
5.5,32,3,3000,1,0,1,0,8,0.543,70.37,1,13,6,1,1,2
5.5,32,3,3000,2,0,1,0,8,0.543,70.37,1,13,6,1,1,2
5.5,16,3,3600,2,0,1,0,8,0.567,73.11,0,13,7,1,1,2
5.5,16,3,3600,2,0,1,0,8,0.567,73.11,0,13,7,1,1,2
5.5,16,3,3600,1,0,1,0,8,0.567,73.11,0,13,7,1,1,2
5.5,128,1,2915,1,0,1,0,2,0.91,67.8,0,8,7,1,1,2
5.5,16,2,2750,1,0,1,0,2,0.93,67.67,0,12,7,1,1,2
5.5,32,4,3000,2,0,1,0,4,0.351,70.83,0,13,7,0,0,2
5.5,32,3,3000,1,0,1,1,1.5,0.357,78.34,0,13,7,1,1,2
5.5,32,3,3000,1,0,1,1,1.5,0.357,78.34,0,13,7,1,1,2
5.5,32,3,3000,2,0,1,0,8,0.719,73.25,0,13,7,1,1,2
5.5,64,4,3130,2,0,1,0,8,1.22,72.42,0,13,7,1,1,2
5.5,64,4,3130,1,0,1,0,8,1.22,72.42,0,13,7,1,1,2
5.5,32,3,3000,1,0,1,0,4,0.291,76.41,1,13,8,0,0,2
5.5,32,3,3600,2,0,1,0,8,0.567,73.11,0,13,7,1,1,2
5.5,32,3,3600,1,0,1,0,8,0.567,73.11,0,13,7,1,1,2
5.5,32,2,2750,1,0,1,0,2,0.93,67.67,0,12,7,1,1,2
5.5,64,4,3000,2,0,1,0,4,0.351,70.83,0,13,7,0,0,3
5.5,32,3,3000,1,0,1,1,4,0.380,71.3,0,13,7,1,1,3
5.5,64,4,3000,2,0,1,0,8,0.719,73.25,0,13,7,1,1,3
5.5,64,4,3000,2,0,1,0,8,0.78,72.16,0,16,7,1,1,3
5.5,64,3,3600,2,0,1,0,8,0.567,73.11,0,13,7,1,1,3
5.5,64,3,3600,1,0,1,0,8,0.567,73.11,0,13,7,1,1,3
5.5,32,3,3000,1,0,1,0,8,0.848,71.58,0,16,8,1,1,3
5.5,32,4,5100,2,0,1,0,8,0.818,71.72,0,13,7,1,1,3
5.5,128,2,2750,1,0,1,0,2,0.93,67.67,0,12,7,1,1,3
5.5,64,4,4000,2,0,1,0,8,1.84,71.73,0,12,7,1,1,3
5.5,32,3,3200,1,0,1,1,4,0.612,70.24,0,16,8,1,1,3
5.5,64,4,3000,1,0,1,1,2.2,0.671,70.06,0,12,7,1,1,3
5.5,32,3,3430,1,0,1,1,4,0.466,71.07,0,23,9,1,1,3
5.5,32,3,3430,2,0,1,1,4,0.662,71.07,0,23,9,1,1,3
5.5,32,3,2900,1,0,1,1,2.34,1.24,67.67,0,12,7,1,1,3
5.5,64,4,5000,2,0,1,0,8,0.558,70.19,0,12,7,1,1,3
5.5,64,6,3500,2,0,1,0,8,0.502,73.9,0,12,7,1,1,3
5.5,128,3,2900,1,0,1,1,2.34,1.24,67.67,0,12,7,1,1,3
5.5,64,4,3250,2,0,1,0,4,0.348,73.3,0,20,8,1,1,3
5.5,128,6,3500,2,0,1,0,8,0.502,73.9,0,12,7,1,1,3
5.5,256,3,2900,1,0,1,1,2.34,1.24,67.67,0,12,7,1,1,3
5.5,128,6,3400,2,0,1,0,4,0.893,73.11,0,16,7,1,1,3
5.5,64,6,3300,2,0,1,0,8,1.39,73.11,0,16,7,1,1,3
5.5,64,3,2675,1,0,1,1,2.1,0.99,67.41,0,12,7,1,1,3
5.5,64,3,2675,1,0,1,1,2.1,0.99,67.41,0,12,7,1,1,3
5.5,128,3,2675,1,0,1,1,2.1,0.99,67.41,0,12,7,1,1,3
5.5,128,8,3300,2,0,1,0,8,1.39,73.11,0,16,7,1,1,3
5.5,64,4,3000,1,0,1,1,2.45,0.45,71.39,0,12,8,1,1,3
5.5,128,6,4000,2,0,1,0,8,0.96,73.15,0,12,8,1,1,3
5.5,256,3,2675,1,0,1,1,2.1,0.99,67.41,0,12,7,1,1,3
5.5,256,3,2675,1,0,1,1,2.1,0.99,67.41,0,12,7,1,1,3
5.5,128,6,3750,1,0,1,1,2.4,0.89,73.22,0,12,8,1,1,4
5.5,64,4,3230,1,0,1,1,2.45,1.21,69.42,0,19,9,1,1,4
5.6,32,3,3000,2,0,1,0,8,0.487,74.99,0,16,8,1,1,2
5.6,64,4,3000,2,0,1,0,8,0.487,74.99,0,16,8,1,1,3
5.6,64,4,3000,1,0,1,0,8,0.487,74.99,0,16,8,1,1,3
5.7,16,1,2500,2,0,0,0,4,0.58,68.64,1,13,6,0,0,1
5.7,16,1.5,3000,1,0,1,0,4,0.404,72.59,1,13,6,0,0,2
5.7,16,1.5,3000,2,0,1,0,4,0.404,72.59,1,13,6,0,0,2
5.7,16,2,3200,1,0,1,0,8,0.420,72.13,1,13,6,1,1,2
5.7,16,3,3200,2,0,1,0,8,0.471,72.13,1,13,6,1,1,2
5.7,16,2,3000,1,0,1,0,4,0.58,75.36,0,13,7,0,0,2
5.7,16,3,3200,1,0,0,0,8,0.29,74.8,1,13,7,0,0,2
5.7,32,3,3300,2,0,1,0,8,0.529,75.87,0,12,7,1,1,2
5.7,32,3,3000,1,0,1,0,8,1.44,77.4,0,12,7,1,1,2
5.7,32,3,3200,1,0,1,0,4,0.29,74.8,1,13,7,0,0,2
5.7,32,3,3200,1,0,0,0,8,0.29,74.8,1,13,7,0,0,2
5.7,32,3,3075,1,0,1,0,8,0.433,74.79,0,13,7,1,1,2
5.7,32,3,3075,2,0,1,0,8,0.433,74.79,0,13,7,1,1,2
5.7,32,3,3075,1,0,1,0,8,0.433,74.79,0,13,7,1,1,2
5.7,32,3,3075,2,0,1,0,8,0.433,74.79,0,13,7,1,1,2
5.7,32,3,3366,1,0,1,0,8,0.215,74.39,0,13,7,1,1,2
5.7,64,4,3075,1,0,1,0,8,0.433,74.79,0,13,7,1,1,2
5.7,64,4,3075,2,0,1,0,8,0.433,74.79,0,13,7,1,1,2
5.7,64,4,3075,1,0,1,0,8,0.433,74.79,0,13,7,1,1,2
5.7,32,3,3300,2,0,1,0,8,0.127,74.47,0,16,7,1,1,3
5.7,32,3,3000,2,0,1,0,4,0.204,74.24,1,16,8,1,1,3
5.7,32,3,3220,1,0,1,0,4,0.366,74.24,1,16,8,1,1,3
5.7,32,3,3220,1,0,0,0,8,0.366,74.24,1,16,8,1,1,3
5.7,32,3,3220,1,0,1,0,8,0.366,74.24,1,16,8,1,1,3
5.7,64,4,3300,2,0,1,0,8,0.946,74.13,0,16,7,1,1,3
5.7,32,4,3000,1,0,1,0,8,0.448,76.83,0,16,8,1,1,3
5.7,64,4,3000,1,0,1,0,8,0.448,76.83,0,16,8,1,1,3
5.7,64,4,3200,1,0,1,0,4,0.467,71.81,1,16,8,1,1,3
5.7,32,4,3300,2,0,1,1,2.35,0.254,78.32,0,13,9,1,1,3
5.7,64,4,3200,2,0,1,1,6,0.462,78.96,0,12,8,1,1,4
5.71,64,3,3020,2,0,1,0,4,0.50,77.62,0,13,6,0,0,2
5.8,128,4,3400,1,0,1,1,2.36,0.76,79.46,0,12,8,1,1,3
5.8,64,4,3000,2,0,1,1,6,0.315,84.2,0,12,10,1,1,4
5.8,64,4,3000,1,0,1,1,6,0.315,84.2,0,12,10,1,1,4
5.8,64,4,3000,1,0,1,1,2.7,0.362,84.14,0,12,10,1,1,4
5.8,64,4,2658,2,0,1,1,2.5,0.99,79.4,0,12,9,0,0,4
5.8,256,4,2658,2,0,1,1,2.5,0.99,79.4,0,12,9,0,0,4
5.8,512,4,2658,2,0,1,1,2.5,0.99,79.4,0,12,9,0,0,4
5.8,128,6,3100,1,0,1,1,2.73,0.582,84.47,0,12,8,1,1,4
5.8,64,4,3046,2,0,1,1,2.65,0.99,78.62,0,12,9,0,0,4
5.8,256,4,3046,2,0,1,1,2.65,0.99,78.62,0,12,9,0,0,4
5.8,512,4,3046,2,0,1,1,2.65,0.99,78.62,0,12,9,0,0,5
5.84,64,4,3000,1,0,1,0,8,0.75,79.38,0,16,8,1,1,3
5.84,64,4,3060,1,0,1,0,8,0.26,78.94,0,12,8,1,1,3
5.84,128,4,3400,2,0,1,0,8,0.79,78.86,0,16,8,1,1,3
5.9,16,2,3300,1,0,0,0,4,0.813,70.71,0,4,7,1,1,2
5.9,64,4,3250,2,0,1,0,8,0.657,79.92,0,12,6,1,1,3
5.9,64,4,4000,2,0,1,0,8,1.64,77.52,0,12,7,1,1,3
5.9,64,4,4000,2,0,1,1,2.36,0.99,81.96,0,12,8,1,1,4
5.9,64,4,4000,1,0,1,1,2.36,0.99,81.96,0,12,8,1,1,4
5.93,64,4,3340,2,0,1,0,8,1.07,77.01,0,16,7,1,1,3
5.96,64,4,4150,1,0,1,1,2.15,0.45,72.48,0,16,8,1,1,3
5.99,32,3,3080,2,0,1,0,8,0.429,74.56,0,12,7,1,1,2
5.99,32,3,4000,2,0,1,0,8,1.013,77.43,0,12,7,1,1,2
5.99,64,4,3080,2,0,1,0,8,0.429,74.56,0,12,7,1,1,3
5.99,64,4,4000,2,0,1,0,8,1.013,77.43,0,12,7,1,1,3
5.99,64,4,3010,2,0,1,0,8,0.963,77.38,0,12,7,1,1,3
5.99,64,6,3400,2,0,1,0,8,0.542,81.95,0,12,7,1,1,3
5.99,128,6,3400,2,0,1,0,8,0.542,81.95,0,12,7,1,1,4
6.0,8,1,2700,2,0,0,0,4,0.321,72.48,1,8,5,0,0,1
6.0,4,1,2600,2,0,0,0,4,0.186,70.62,1,13,6,0,0,1
6.0,8,1,3400,1,0,0,0,2,0.46,70.36,0,5,6,0,0,1
6.0,8,1,3000,2,0,0,0,4,0.49,71.69,0,13,6,0,0,2
6.0,8,1,3000,1,0,1,0,4,0.52,71.69,0,13,6,0,0,2
6.0,16,2,3300,2,0,1,0,4,0.315,73.61,0,13,8,0,0,2
6.0,16,2,3300,1,0,1,0,4,0.315,73.61,0,13,8,0,0,2
6.0,16,2,4100,1,0,1,0,8,0.908,78.04,0,13,7,1,1,2
6.0,32,2,3300,2,0,1,0,4,0.315,73.61,0,13,8,0,0,2
6.0,32,2,3500,1,0,1,0,4,0.381,75.78,0,13,6,0,0,2
6.0,16,2,3500,1,0,1,0,8,0.749,75.68,0,13,7,1,1,2
6.0,32,3,4100,1,0,1,0,8,0.908,78.04,0,13,7,1,1,2
6.0,32,3,3300,2,0,1,0,4,0.308,73.61,0,13,8,1,1,2
6.0,32,3,3300,1,0,1,0,4,0.308,73.61,0,13,8,1,1,2
6.0,16,3,2700,1,0,1,0,8,0.718,76.12,0,21.5,7,0,0,2
6.0,16,3,2700,2,0,1,0,8,0.718,76.12,0,21.5,7,0,0,2
6.0,64,4,3300,2,0,1,0,4,0.308,73.61,0,13,8,1,1,2
6.0,32,3,4000,2,0,1,0,4,0.428,78.25,0,16,8,0,0,2
6.0,32,3,4000,2,0,1,0,8,0.183,75.87,0,13,7,1,1,3
6.0,64,6,4000,2,0,1,0,8,0.738,75.49,0,16,7,1,1,3
6.0,64,4,3800,1,0,1,0,8,0.361,77.55,0,12,7,1,1,3
6.0,64,6,3010,2,0,1,0,8,0.76,84.33,0,12,7,1,1,4
6.0,128,6,3930,2,0,1,1,2.45,0.63,78.26,0,12,9,1,1,4
6.0,128,4,3300,1,0,1,1,2.45,0.479,81.22,0,16,9,1,1,4
6.0,128,8,3010,2,0,1,0,8,0.76,84.33,0,12,7,1,1,4
6.0,128,6,4000,1,0,1,1,2.36,0.87,80.87,0,12,7,1,1,4
6.01,64,6,3300,2,0,1,0,8,1.68,79.62,0,16,7,1,1,3
6.01,128,8,3300,2,0,1,0,8,1.68,79.62,0,16,7,1,1,3
6.09,64,4,4000,2,0,1,0,8,0.520,79.32,0,13,8,1,1,2
6.09,64,4,4000,1,0,1,0,8,0.520,79.32,0,13,8,1,1,2
6.1,32,2,4000,2,0,1,0,8,1.254,79.53,0,13,8,0,0,2
6.1,64,3,4000,2,0,1,0,8,1.254,79.53,0,13,8,0,0,2
6.1,32,4,3000,1,0,1,1,2.35,0.327,82.01,0,16,10,1,1,3
6.1,256,3,2942,2,0,1,1,2.5,0.99,78.31,0,12,8,0,0,4
6.1,64,4,3000,1,0,1,1,2.8,0.244,82,0,16,10,1,1,4
6.1,128,6,4000,1,0,1,1,2.36,0.73,81.15,0,40,8,1,1,4
6.1,64,4,3110,2,0,1,1,2.65,0.95,78.31,0,12,8,0,0,4
6.1,256,4,3110,2,0,1,1,2.65,0.95,78.31,0,12,8,0,0,4
6.1,128,8,3800,2,1,1,1,2.86,0.49,85.19,0,50,7,1,1,5
6.1,64,4,2815,2,1,1,1,3.0,0.98,85.29,0,12,9,0,0,5
6.1,128,8,3400,1,0,1,1,2.73,0.477,88.01,0,12,10,1,1,5
6.1,128,4,2815,2,1,1,1,3.0,0.98,85.29,0,12,9,0,0,5
6.1,256,4,2815,2,1,1,1,3.0,0.98,85.29,0,12,9,0,0,5
6.1,128,6,2815,2,1,1,1,3.0,0.99,85.29,0,12,9,0,0,5
6.1,256,6,2815,2,1,1,1,3.0,0.99,85.29,0,12,9,0,0,5
6.1,512,6,2815,2,1,1,1,3.0,0.99,85.29,0,12,9,0,0,5
6.15,64,4,3210,2,0,1,0,8,0.722,83.33,0,12,9,1,1,3
6.15,128,6,3210,2,0,1,0,8,0.722,83.33,0,12,9,1,1,3
6.18,64,6,4000,2,0,1,1,2.8,0.537,80.56,0,12,9,1,1,3
6.18,128,6,4000,2,0,1,1,2.8,0.537,80.56,0,12,9,1,1,4
6.2,16,2,3400,2,0,1,0,8,0.237,80.8,0,13,6,0,0,2
6.2,32,3,3400,2,0,1,0,8,0.237,80.8,0,13,6,0,0,2
6.2,64,4,3300,1,0,1,1,1.5,0.460,79.74,0,16,7,1,1,3
6.2,64,4,3500,1,0,1,1,6,0.26,83.33,0,12,10,1,1,4
6.2,64,6,3500,2,0,1,1,2.7,0.294,83.61,0,12,10,1,1,4
6.2,64,6,3500,1,0,1,1,2.7,0.294,83.61,0,12,10,1,1,4
6.2,128,6,3500,1,0,1,1,2.7,0.294,83.61,0,12,10,1,1,4
6.2,256,6,3500,1,0,1,1,2.7,0.294,83.61,0,12,10,1,1,4
6.2,256,12,4500,2,0,1,0,8,0.291,39.19,0,12,9,1,1,5
6.2,128,8,4000,2,0,1,1,2.73,0.279,88.38,0,12,10,1,1,5
6.2,128,8,4000,2,1,1,1,2.9,0.456,85.78,0,12,9,1,1,5
6.21,64,3,3400,2,0,1,0,8,0.83,82.66,0,13,7,1,1,3
6.21,128,8,3000,2,0,1,0,8,0.969,81.74,0,12,9,1,1,4
6.22,32,3,3260,1,0,1,0,8,0.680,80.1,0,13,6,1,1,2
6.22,32,2,5000,2,0,1,1,4,0.231,81.07,0,12,6,0,0,3
6.26,16,2,4000,2,0,1,1,1.8,0.577,81.04,0,12,6,1,1,2
6.26,32,3,4000,2,0,1,1,1.8,0.577,81.04,0,12,6,1,1,2
6.26,64,3,4000,2,0,1,1,1.8,0.577,81.04,0,12,6,1,1,3
6.26,32,3,4000,2,0,1,0,8,0.755,79.25,0,12,8,1,1,3
6.3,8,1.5,3200,1,0,0,0,2,0.20,74.19,1,8,6,0,0,2
6.3,32,3,5000,2,0,1,0,8,0.248,82.82,0,13,7,1,1,3
6.3,64,4,5000,2,0,1,0,8,0.248,82.82,0,13,7,1,1,3
6.3,32,3,4000,2,0,1,1,2.2,0.591,80.94,0,48,7,1,1,3
6.3,32,3,4000,2,0,1,1,4,0.191,80.98,0,48,7,1,1,3
6.3,128,6,4050,2,0,1,0,8,0.292,81.97,0,48,7,1,1,3
6.3,64,4,4000,2,0,1,1,2.2,0.591,80.94,0,48,7,1,1,3
6.3,128,4,4000,2,0,1,1,2.2,0.591,80.94,0,48,7,1,1,3
6.3,64,4,3750,2,0,1,0,8,0.80,81.59,0,16,7,1,1,3
6.3,64,4,4000,2,0,1,1,4,0.191,80.98,0,48,7,1,1,3
6.3,64,4,4050,2,0,1,1,4,0.468,79.12,1,25,7,1,1,3
6.3,128,6,4045,2,0,1,0,8,1.075,83.23,0,16,7,1,1,3
6.3,128,4,4000,2,0,1,1,4,0.191,80.98,0,48,7,1,1,3
6.3,128,4,4035,2,0,1,1,6,0.831,83.12,0,48,7,1,1,3
6.3,256,8,3500,1,0,1,1,2.73,0.209,91.37,0,12,8,1,1,5
6.39,128,6,3200,2,0,1,0,8,1.448,84.99,0,12,7,1,1,4
6.39,128,6,4200,1,0,1,1,2.6,0.40,86.42,0,40,10,1,1,4
6.4,128,4,5000,2,0,1,0,8,0.620,82.81,0,48,7,1,1,3
6.4,64,4,5000,2,0,1,0,8,0.516,83.58,0,48,7,1,1,3
6.4,128,4,5000,2,0,1,0,8,0.516,83.58,0,48,7,1,1,3
6.4,64,4,6000,2,0,1,0,8,0.492,83.7,0,48,7,1,1,3
6.4,128,6,5000,2,0,1,0,8,0.541,83.38,0,64,9,1,1,3
6.4,128,6,6000,2,0,1,0,8,0.482,83.35,0,64,7,1,1,4
6.4,128,6,4000,1,0,1,1,2.7,0.381,84.04,0,12,10,1,1,4
6.4,512,8,4000,1,0,1,1,2.7,0.381,84.04,0,12,10,1,1,4
6.4,128,8,4100,1,0,1,1,2.73,0.516,87.54,0,12,10,1,1,5
6.4,512,8,4100,1,0,1,1,2.73,0.516,87.54,0,12,10,1,1,5
6.41,128,4,3600,1,0,1,0,8,1.182,83.59,0,16,7,1,1,3
